A,f,misfit
1.449999999999999956e+00,1.430000000000000160e+00,1.958224478098284649e-01
1.449999999999999956e+00,1.465000000000000080e+00,8.220037942153711474e-02
1.449999999999999956e+00,1.500000000000000000e+00,2.740837311289961997e-02
1.449999999999999956e+00,1.535000000000000142e+00,8.378601789031946134e-02
1.449999999999999956e+00,1.570000000000000062e+00,1.969976914350702324e-01
1.449999999999999956e+00,1.604999999999999982e+00,2.921381274609441414e-01
1.449999999999999956e+00,1.640000000000000124e+00,3.557665386584235589e-01
1.449999999999999956e+00,1.675000000000000266e+00,3.982108309457294548e-01
1.449999999999999956e+00,1.710000000000000187e+00,4.251692568722034160e-01
1.449999999999999956e+00,1.745000000000000107e+00,4.448610851475044425e-01
1.449999999999999956e+00,1.780000000000000249e+00,4.595588069051200764e-01
1.449999999999999956e+00,1.815000000000000169e+00,4.686109796350954038e-01
1.449999999999999956e+00,1.850000000000000089e+00,4.754987260788771097e-01
1.449999999999999956e+00,1.885000000000000231e+00,4.805323197438947647e-01
1.449999999999999956e+00,1.920000000000000151e+00,4.834088319412929713e-01
1.449999999999999956e+00,1.955000000000000071e+00,4.861297567441928424e-01
1.449999999999999956e+00,1.990000000000000213e+00,4.885644170268010344e-01
1.449999999999999956e+00,2.025000000000000355e+00,4.912849179455937576e-01
1.449999999999999956e+00,2.060000000000000497e+00,4.946628594397025069e-01
1.449999999999999956e+00,2.095000000000000195e+00,4.965943846918047244e-01
1.449999999999999956e+00,2.129999999999999893e+00,4.977547839772477611e-01
1.449999999999999956e+00,2.165000000000000036e+00,4.993386127898851723e-01
1.449999999999999956e+00,2.200000000000000178e+00,5.001949861282752874e-01
1.500000000000000000e+00,8.000000000000000444e-01,5.132459869966888855e-01
1.500000000000000000e+00,8.350000000000000755e-01,5.128421132965574891e-01
1.500000000000000000e+00,8.700000000000001066e-01,5.116512241330508637e-01
1.500000000000000000e+00,9.050000000000000266e-01,5.107875967332823341e-01
1.500000000000000000e+00,9.400000000000000577e-01,5.095880216780692695e-01
1.500000000000000000e+00,9.750000000000000888e-01,5.072776545088357736e-01
1.500000000000000000e+00,1.010000000000000009e+00,5.043161602978766256e-01
1.500000000000000000e+00,1.045000000000000151e+00,5.002111349874951429e-01
1.500000000000000000e+00,1.080000000000000071e+00,4.964967617640194675e-01
1.500000000000000000e+00,1.115000000000000213e+00,4.934772176541168398e-01
1.500000000000000000e+00,1.150000000000000133e+00,4.880478629988140304e-01
1.500000000000000000e+00,1.185000000000000053e+00,4.809109026892917638e-01
1.500000000000000000e+00,1.220000000000000195e+00,4.716866297357843463e-01
1.500000000000000000e+00,1.255000000000000115e+00,4.566109597067854464e-01
1.500000000000000000e+00,1.290000000000000036e+00,4.365511501150391438e-01
1.500000000000000000e+00,1.325000000000000178e+00,4.079192832633583565e-01
1.500000000000000000e+00,1.360000000000000098e+00,3.624931976296939529e-01
1.500000000000000000e+00,1.395000000000000018e+00,2.961718296894094160e-01
1.500000000000000000e+00,1.430000000000000160e+00,1.972816841425043266e-01
1.500000000000000000e+00,1.465000000000000080e+00,7.974114652012238846e-02
1.500000000000000000e+00,1.500000000000000000e+00,2.306050375267318375e-02
1.500000000000000000e+00,1.535000000000000142e+00,8.138298635304233586e-02
1.500000000000000000e+00,1.570000000000000062e+00,1.984980613378470871e-01
1.500000000000000000e+00,1.604999999999999982e+00,2.969194042640547759e-01
1.500000000000000000e+00,1.640000000000000124e+00,3.627428438373101471e-01
1.500000000000000000e+00,1.675000000000000266e+00,4.066505684182011859e-01
1.500000000000000000e+00,1.710000000000000187e+00,4.345383468980553165e-01
1.500000000000000000e+00,1.745000000000000107e+00,4.549100359841888319e-01
1.500000000000000000e+00,1.780000000000000249e+00,4.701148093389435068e-01
1.500000000000000000e+00,1.815000000000000169e+00,4.794786517043570506e-01
1.500000000000000000e+00,1.850000000000000089e+00,4.866044064654256318e-01
1.500000000000000000e+00,1.885000000000000231e+00,4.918121433892478356e-01
1.500000000000000000e+00,1.920000000000000151e+00,4.947874129115775177e-01
1.500000000000000000e+00,1.955000000000000071e+00,4.976022436953914663e-01
1.500000000000000000e+00,1.990000000000000213e+00,5.001215780121746057e-01
1.500000000000000000e+00,2.025000000000000355e+00,5.029357106563129287e-01
1.500000000000000000e+00,2.060000000000000497e+00,5.064298610359750930e-01
1.500000000000000000e+00,2.095000000000000195e+00,5.084286274275600093e-01
1.500000000000000000e+00,2.129999999999999893e+00,5.096292049912880540e-01
1.500000000000000000e+00,2.165000000000000036e+00,5.112672048132473890e-01
1.500000000000000000e+00,2.200000000000000178e+00,5.121534753109133753e-01
1.550000000000000044e+00,8.000000000000000444e-01,5.256361023090473372e-01
1.550000000000000044e+00,8.350000000000000755e-01,5.252214956110808908e-01
1.550000000000000044e+00,8.700000000000001066e-01,5.239911842888035354e-01
1.550000000000000044e+00,9.050000000000000266e-01,5.231002517450207279e-01
1.550000000000000044e+00,9.400000000000000577e-01,5.218632607910485000e-01
1.550000000000000044e+00,9.750000000000000888e-01,5.194762913581303376e-01
1.550000000000000044e+00,1.010000000000000009e+00,5.164163995961352782e-01
1.550000000000000044e+00,1.045000000000000151e+00,5.121766220753647403e-01
1.550000000000000044e+00,1.080000000000000071e+00,5.083393033770693403e-01
1.550000000000000044e+00,1.115000000000000213e+00,5.052188131144370598e-01
1.550000000000000044e+00,1.150000000000000133e+00,4.996098094568555137e-01
1.550000000000000044e+00,1.185000000000000053e+00,4.922362335727177851e-01
1.550000000000000044e+00,1.220000000000000195e+00,4.827041102541901885e-01
1.550000000000000044e+00,1.255000000000000115e+00,4.671264308729201065e-01
1.550000000000000044e+00,1.290000000000000036e+00,4.463993887998186638e-01
1.550000000000000044e+00,1.325000000000000178e+00,4.168130602910895544e-01
1.550000000000000044e+00,1.360000000000000098e+00,3.698726283914424706e-01
1.550000000000000044e+00,1.395000000000000018e+00,3.013417788992718838e-01
1.550000000000000044e+00,1.430000000000000160e+00,1.991557000012980083e-01
1.550000000000000044e+00,1.465000000000000080e+00,7.769666201976725695e-02
1.550000000000000044e+00,1.500000000000000000e+00,1.912743233144449315e-02
1.550000000000000044e+00,1.535000000000000142e+00,7.939480482852873111e-02
1.550000000000000044e+00,1.570000000000000062e+00,2.004132512952652434e-01
1.550000000000000044e+00,1.604999999999999982e+00,3.021155146024591676e-01
1.550000000000000044e+00,1.640000000000000124e+00,3.701340455668928331e-01
1.550000000000000044e+00,1.675000000000000266e+00,4.155051915085565817e-01
1.550000000000000044e+00,1.710000000000000187e+00,4.443223059857485668e-01
1.550000000000000044e+00,1.745000000000000107e+00,4.653739113660221860e-01
1.550000000000000044e+00,1.780000000000000249e+00,4.810857518916159536e-01
1.550000000000000044e+00,1.815000000000000169e+00,4.907612322756806367e-01
1.550000000000000044e+00,1.850000000000000089e+00,4.981250286753180490e-01
1.550000000000000044e+00,1.885000000000000231e+00,5.035069469288417920e-01
1.550000000000000044e+00,1.920000000000000151e+00,5.065809449260469943e-01
1.550000000000000044e+00,1.955000000000000071e+00,5.094896870899559005e-01
1.550000000000000044e+00,1.990000000000000213e+00,5.120937434563357371e-01
1.550000000000000044e+00,2.025000000000000355e+00,5.150014959157418470e-01
1.550000000000000044e+00,2.060000000000000497e+00,5.186118370572494474e-01
1.550000000000000044e+00,2.095000000000000195e+00,5.206778870430132100e-01
1.550000000000000044e+00,2.129999999999999893e+00,5.219186538523475916e-01
1.550000000000000044e+00,2.165000000000000036e+00,5.236107950984741910e-01
1.550000000000000044e+00,2.200000000000000178e+00,5.245269872250266641e-01
1.600000000000000089e+00,8.000000000000000444e-01,5.384399620523682151e-01
1.600000000000000089e+00,8.350000000000000755e-01,5.380147984506852277e-01
1.600000000000000089e+00,8.700000000000001066e-01,5.367450826565196564e-01
1.600000000000000089e+00,9.050000000000000266e-01,5.358269406097534437e-01
1.600000000000000089e+00,9.400000000000000577e-01,5.345526995593710140e-01
1.600000000000000089e+00,9.750000000000000888e-01,5.320891543127871381e-01
1.600000000000000089e+00,1.010000000000000009e+00,5.289308855754117911e-01
1.600000000000000089e+00,1.045000000000000151e+00,5.245564901646797562e-01
1.600000000000000089e+00,1.080000000000000071e+00,5.205962819248524109e-01
1.600000000000000089e+00,1.115000000000000213e+00,5.173748264977229283e-01
1.600000000000000089e+00,1.150000000000000133e+00,5.115862596111677707e-01
1.600000000000000089e+00,1.185000000000000053e+00,5.039761509332124634e-01
1.600000000000000089e+00,1.220000000000000195e+00,4.941361530819291525e-01
1.600000000000000089e+00,1.255000000000000115e+00,4.780564974440025816e-01
1.600000000000000089e+00,1.290000000000000036e+00,4.566623150081506322e-01
1.600000000000000089e+00,1.325000000000000178e+00,4.261215205781584969e-01
1.600000000000000089e+00,1.360000000000000098e+00,3.776667331601721300e-01
1.600000000000000089e+00,1.395000000000000018e+00,3.069264815169406857e-01
1.600000000000000089e+00,1.430000000000000160e+00,2.014444953862095100e-01
1.600000000000000089e+00,1.465000000000000080e+00,7.606692592047172019e-02
1.600000000000000089e+00,1.500000000000000000e+00,1.560915884921353948e-02
1.600000000000000089e+00,1.535000000000000142e+00,7.782147331677864710e-02
1.600000000000000089e+00,1.570000000000000062e+00,2.027432613073245904e-01
1.600000000000000089e+00,1.604999999999999982e+00,3.077264584761570387e-01
1.600000000000000089e+00,1.640000000000000124e+00,3.779401438471715058e-01
1.600000000000000089e+00,1.675000000000000266e+00,4.247747002167958641e-01
1.600000000000000089e+00,1.710000000000000187e+00,4.545211341352832779e-01
1.600000000000000089e+00,1.745000000000000107e+00,4.762527112930046713e-01
1.600000000000000089e+00,1.780000000000000249e+00,4.924716345631369174e-01
1.600000000000000089e+00,1.815000000000000169e+00,5.024587213490662174e-01
1.600000000000000089e+00,1.850000000000000089e+00,5.100605927085539726e-01
1.600000000000000089e+00,1.885000000000000231e+00,5.156167303626768561e-01
1.600000000000000089e+00,1.920000000000000151e+00,5.187894279847012902e-01
1.600000000000000089e+00,1.955000000000000071e+00,5.217920869278857010e-01
1.600000000000000089e+00,1.990000000000000213e+00,5.244809133592841510e-01
1.600000000000000089e+00,2.025000000000000355e+00,5.274822737238806791e-01
1.600000000000000089e+00,2.060000000000000497e+00,5.312087875035252926e-01
1.600000000000000089e+00,2.095000000000000195e+00,5.333421635381644377e-01
1.600000000000000089e+00,2.129999999999999893e+00,5.346231305604265405e-01
1.600000000000000089e+00,2.165000000000000036e+00,5.363693836455655228e-01
1.600000000000000089e+00,2.200000000000000178e+00,5.373155218706151537e-01
1.649999999999999911e+00,8.000000000000000444e-01,5.516575662266514080e-01
1.649999999999999911e+00,8.350000000000000755e-01,5.512220218153703888e-01
1.649999999999999911e+00,8.700000000000001066e-01,5.499129192361993379e-01
1.649999999999999911e+00,9.050000000000000266e-01,5.489676633274802597e-01
1.649999999999999911e+00,9.400000000000000577e-01,5.476563379830372558e-01
1.649999999999999911e+00,9.750000000000000888e-01,5.451162433728062862e-01
1.649999999999999911e+00,1.010000000000000009e+00,5.418596182357062752e-01
1.649999999999999911e+00,1.045000000000000151e+00,5.373507392554400797e-01
1.649999999999999911e+00,1.080000000000000071e+00,5.332676974073687903e-01
1.649999999999999911e+00,1.115000000000000213e+00,5.299452578039740569e-01
1.649999999999999911e+00,1.150000000000000133e+00,5.239772134617508570e-01
1.649999999999999911e+00,1.185000000000000053e+00,5.161306547707757986e-01
1.649999999999999911e+00,1.220000000000000195e+00,5.059827582190011830e-01
1.649999999999999911e+00,1.255000000000000115e+00,4.894011594200328163e-01
1.649999999999999911e+00,1.290000000000000036e+00,4.673399287400348823e-01
1.649999999999999911e+00,1.325000000000000178e+00,4.358446641245650177e-01
1.649999999999999911e+00,1.360000000000000098e+00,3.858755119358828756e-01
1.649999999999999911e+00,1.395000000000000018e+00,3.129259375424156553e-01
1.649999999999999911e+00,1.430000000000000160e+00,2.041480702972388039e-01
1.649999999999999911e+00,1.465000000000000080e+00,7.485193822223576432e-02
1.649999999999999911e+00,1.500000000000000000e+00,1.250568330598034010e-02
1.649999999999999911e+00,1.535000000000000142e+00,7.666299181779205607e-02
1.649999999999999911e+00,1.570000000000000062e+00,2.054880913740252113e-01
1.649999999999999911e+00,1.604999999999999982e+00,3.137522358851487225e-01
1.649999999999999911e+00,1.640000000000000124e+00,3.861611386781461097e-01
1.649999999999999911e+00,1.675000000000000266e+00,4.344590945429187556e-01
1.649999999999999911e+00,1.710000000000000187e+00,4.651348313466591722e-01
1.649999999999999911e+00,1.745000000000000107e+00,4.875464357651358993e-01
1.649999999999999911e+00,1.780000000000000249e+00,5.042724573535070087e-01
1.649999999999999911e+00,1.815000000000000169e+00,5.145711189245137929e-01
1.649999999999999911e+00,1.850000000000000089e+00,5.224110985651337913e-01
1.649999999999999911e+00,1.885000000000000231e+00,5.281414936907528057e-01
1.649999999999999911e+00,1.920000000000000151e+00,5.314128620875405717e-01
1.649999999999999911e+00,1.955000000000000071e+00,5.345094432091813674e-01
1.649999999999999911e+00,1.990000000000000213e+00,5.372830877210199585e-01
1.649999999999999911e+00,2.025000000000000355e+00,5.403780440807290919e-01
1.649999999999999911e+00,2.060000000000000497e+00,5.442207123748027398e-01
1.649999999999999911e+00,2.095000000000000195e+00,5.464214569130134702e-01
1.649999999999999911e+00,2.129999999999999893e+00,5.477426351155246786e-01
1.649999999999999911e+00,2.165000000000000036e+00,5.495429704545214955e-01
1.649999999999999911e+00,2.200000000000000178e+00,5.505190792476787331e-01
1.700000000000000178e+00,8.000000000000000444e-01,5.652889148318971380e-01
1.700000000000000178e+00,8.350000000000000755e-01,5.648431657051365962e-01
1.700000000000000178e+00,8.700000000000001066e-01,5.634946940278424687e-01
1.700000000000000178e+00,9.050000000000000266e-01,5.625224198982017310e-01
1.700000000000000178e+00,9.400000000000000577e-01,5.611741760620473363e-01
1.700000000000000178e+00,9.750000000000000888e-01,5.585575585381877817e-01
1.700000000000000178e+00,1.010000000000000009e+00,5.552025975770188415e-01
1.700000000000000178e+00,1.045000000000000151e+00,5.505593693476459327e-01
1.700000000000000178e+00,1.080000000000000071e+00,5.463535498246183675e-01
1.700000000000000178e+00,1.115000000000000213e+00,5.429301070331911117e-01
1.700000000000000178e+00,1.150000000000000133e+00,5.367826710086046615e-01
1.700000000000000178e+00,1.185000000000000053e+00,5.286997450854080682e-01
1.700000000000000178e+00,1.220000000000000195e+00,5.182439256654063353e-01
1.700000000000000178e+00,1.255000000000000115e+00,5.011604168010109772e-01
1.700000000000000178e+00,1.290000000000000036e+00,4.784322299954715252e-01
1.700000000000000178e+00,1.325000000000000178e+00,4.459824909303095053e-01
1.700000000000000178e+00,1.360000000000000098e+00,3.944989647185749848e-01
1.700000000000000178e+00,1.395000000000000018e+00,3.193401469756971811e-01
1.700000000000000178e+00,1.430000000000000160e+00,2.072664247343860289e-01
1.700000000000000178e+00,1.465000000000000080e+00,7.405169892505938933e-02
1.700000000000000178e+00,1.500000000000000000e+00,9.817005701744856844e-03
1.700000000000000178e+00,1.535000000000000142e+00,7.591936033156899966e-02
1.700000000000000178e+00,1.570000000000000062e+00,2.086477414953670506e-01
1.700000000000000178e+00,1.604999999999999982e+00,3.201928468294340524e-01
1.700000000000000178e+00,1.640000000000000124e+00,3.947970300598169224e-01
1.700000000000000178e+00,1.675000000000000266e+00,4.445583744869255893e-01
1.700000000000000178e+00,1.710000000000000187e+00,4.761633976198764717e-01
1.700000000000000178e+00,1.745000000000000107e+00,4.992550847824164251e-01
1.700000000000000178e+00,1.780000000000000249e+00,5.164882202627257834e-01
1.700000000000000178e+00,1.815000000000000169e+00,5.270984250020234185e-01
1.700000000000000178e+00,1.850000000000000089e+00,5.351765462450573940e-01
1.700000000000000178e+00,1.885000000000000231e+00,5.410812369130697519e-01
1.700000000000000178e+00,1.920000000000000151e+00,5.444512472345649501e-01
1.700000000000000178e+00,1.955000000000000071e+00,5.476417559338425667e-01
1.700000000000000178e+00,1.990000000000000213e+00,5.505002665415430485e-01
1.700000000000000178e+00,2.025000000000000355e+00,5.536888069862873074e-01
1.700000000000000178e+00,2.060000000000000497e+00,5.576476116710816777e-01
1.700000000000000178e+00,2.095000000000000195e+00,5.599157671675604186e-01
1.700000000000000178e+00,2.129999999999999893e+00,5.612771675176421171e-01
1.700000000000000178e+00,2.165000000000000036e+00,5.631315555253421090e-01
1.700000000000000178e+00,2.200000000000000178e+00,5.641376593562175135e-01
1.750000000000000000e+00,8.000000000000000444e-01,5.793340078681052940e-01
1.750000000000000000e+00,8.350000000000000755e-01,5.788782301199835167e-01
1.750000000000000000e+00,8.700000000000001066e-01,5.774904070314489379e-01
1.750000000000000000e+00,9.050000000000000266e-01,5.764912103219174133e-01
1.750000000000000000e+00,9.400000000000000577e-01,5.751062137964008114e-01
1.750000000000000000e+00,9.750000000000000888e-01,5.724130998089315137e-01
1.750000000000000000e+00,1.010000000000000009e+00,5.689598235993493791e-01
1.750000000000000000e+00,1.045000000000000151e+00,5.641823804412966492e-01
1.750000000000000000e+00,1.080000000000000071e+00,5.598538391766012534e-01
1.750000000000000000e+00,1.115000000000000213e+00,5.563293741853734264e-01
1.750000000000000000e+00,1.150000000000000133e+00,5.500026322517291844e-01
1.750000000000000000e+00,1.185000000000000053e+00,5.416834218771089393e-01
1.750000000000000000e+00,1.220000000000000195e+00,5.309196554211443875e-01
1.750000000000000000e+00,1.255000000000000115e+00,5.133342695869369532e-01
1.750000000000000000e+00,1.290000000000000036e+00,4.899392187744603389e-01
1.750000000000000000e+00,1.325000000000000178e+00,4.565350009953916821e-01
1.750000000000000000e+00,1.360000000000000098e+00,4.035370915082481247e-01
1.750000000000000000e+00,1.395000000000000018e+00,3.261691098167848746e-01
1.750000000000000000e+00,1.430000000000000160e+00,2.107995586976510183e-01
1.750000000000000000e+00,1.465000000000000080e+00,7.366620802894260911e-02
1.750000000000000000e+00,1.500000000000000000e+00,7.543126036507135680e-03
1.750000000000000000e+00,1.535000000000000142e+00,7.559057885810943622e-02
1.750000000000000000e+00,1.570000000000000062e+00,2.122222116713501638e-01
1.750000000000000000e+00,1.604999999999999982e+00,3.270482913090130839e-01
1.750000000000000000e+00,1.640000000000000124e+00,4.038478179921836109e-01
1.750000000000000000e+00,1.675000000000000266e+00,4.550725400488159766e-01
1.750000000000000000e+00,1.710000000000000187e+00,4.876068329549352320e-01
1.750000000000000000e+00,1.745000000000000107e+00,5.113786583448457490e-01
1.750000000000000000e+00,1.780000000000000249e+00,5.291189232907934636e-01
1.750000000000000000e+00,1.815000000000000169e+00,5.400406395815950944e-01
1.750000000000000000e+00,1.850000000000000089e+00,5.483569357483245588e-01
1.750000000000000000e+00,1.885000000000000231e+00,5.544359600296278057e-01
1.750000000000000000e+00,1.920000000000000151e+00,5.579045834257738701e-01
1.750000000000000000e+00,1.955000000000000071e+00,5.611890251018694098e-01
1.750000000000000000e+00,1.990000000000000213e+00,5.641324498208537541e-01
1.750000000000000000e+00,2.025000000000000355e+00,5.674145624405553257e-01
1.750000000000000000e+00,2.060000000000000497e+00,5.714894853923622176e-01
1.750000000000000000e+00,2.095000000000000195e+00,5.738250943018050609e-01
1.750000000000000000e+00,2.129999999999999893e+00,5.752267277667789669e-01
1.750000000000000000e+00,2.165000000000000036e+00,5.771351388580272523e-01
1.750000000000000000e+00,2.200000000000000178e+00,5.781712621962316057e-01
1.800000000000000044e+00,8.000000000000000444e-01,5.937928453352762093e-01
1.800000000000000044e+00,8.350000000000000755e-01,5.933272150599114836e-01
1.800000000000000044e+00,8.700000000000001066e-01,5.919000582470190786e-01
1.800000000000000044e+00,9.050000000000000266e-01,5.908740345986271958e-01
1.800000000000000044e+00,9.400000000000000577e-01,5.894524511860980143e-01
1.800000000000000044e+00,9.750000000000000888e-01,5.866828671850375931e-01
1.800000000000000044e+00,1.010000000000000009e+00,5.831312963026977769e-01
1.800000000000000044e+00,1.045000000000000151e+00,5.782197725363931173e-01
1.800000000000000044e+00,1.080000000000000071e+00,5.737685654633171151e-01
1.800000000000000044e+00,1.115000000000000213e+00,5.701430592605213343e-01
1.800000000000000044e+00,1.150000000000000133e+00,5.636370971911245364e-01
1.800000000000000044e+00,1.185000000000000053e+00,5.550816851458786338e-01
1.800000000000000044e+00,1.220000000000000195e+00,5.440099474862156725e-01
1.800000000000000044e+00,1.255000000000000115e+00,5.259227177778107443e-01
1.800000000000000044e+00,1.290000000000000036e+00,5.018608950770014898e-01
1.800000000000000044e+00,1.325000000000000178e+00,4.675021943198116592e-01
1.800000000000000044e+00,1.360000000000000098e+00,4.129898923049024617e-01
1.800000000000000044e+00,1.395000000000000018e+00,3.334128260656789577e-01
1.800000000000000044e+00,1.430000000000000160e+00,2.147474721870337999e-01
1.800000000000000044e+00,1.465000000000000080e+00,7.369546553388539589e-02
1.800000000000000044e+00,1.500000000000000000e+00,5.684044310267144517e-03
1.800000000000000044e+00,1.535000000000000142e+00,7.567664739741339353e-02
1.800000000000000044e+00,1.570000000000000062e+00,2.162115019019745510e-01
1.800000000000000044e+00,1.604999999999999982e+00,3.343185693238857614e-01
1.800000000000000044e+00,1.640000000000000124e+00,4.133135024752463416e-01
1.800000000000000044e+00,1.675000000000000266e+00,4.660015912285902506e-01
1.800000000000000044e+00,1.710000000000000187e+00,4.994651373518351756e-01
1.800000000000000044e+00,1.745000000000000107e+00,5.239171564524243152e-01
1.800000000000000044e+00,1.780000000000000249e+00,5.421645664377098273e-01
1.800000000000000044e+00,1.815000000000000169e+00,5.533977626632287095e-01
1.800000000000000044e+00,1.850000000000000089e+00,5.619522670749351745e-01
1.800000000000000044e+00,1.885000000000000231e+00,5.682056630404266340e-01
1.800000000000000044e+00,1.920000000000000151e+00,5.717728706611681089e-01
1.800000000000000044e+00,1.955000000000000071e+00,5.751512507132618968e-01
1.800000000000000044e+00,1.990000000000000213e+00,5.781796375589516312e-01
1.800000000000000044e+00,2.025000000000000355e+00,5.815553104435330356e-01
1.800000000000000044e+00,2.060000000000000497e+00,5.857463335386443593e-01
1.800000000000000044e+00,2.095000000000000195e+00,5.881494383157477301e-01
1.800000000000000044e+00,2.129999999999999893e+00,5.895913158629351170e-01
1.800000000000000044e+00,2.165000000000000036e+00,5.915537204525770365e-01
1.800000000000000044e+00,2.200000000000000178e+00,5.926198877677210097e-01
1.850000000000000089e+00,8.000000000000000444e-01,6.086654272334094395e-01
1.850000000000000089e+00,8.350000000000000755e-01,6.081901205249203857e-01
1.850000000000000089e+00,8.700000000000001066e-01,6.067236476745524465e-01
1.850000000000000089e+00,9.050000000000000266e-01,6.056708927283314114e-01
1.850000000000000089e+00,9.400000000000000577e-01,6.042128882311387228e-01
1.850000000000000089e+00,9.750000000000000888e-01,6.013668606665060201e-01
1.850000000000000089e+00,1.010000000000000009e+00,5.977170156870642570e-01
1.850000000000000089e+00,1.045000000000000151e+00,5.926715456329346710e-01
1.850000000000000089e+00,1.080000000000000071e+00,5.880977286847665075e-01
1.850000000000000089e+00,1.115000000000000213e+00,5.843711622586347243e-01
1.850000000000000089e+00,1.150000000000000133e+00,5.776860658267907178e-01
1.850000000000000089e+00,1.185000000000000053e+00,5.688945348917171518e-01
1.850000000000000089e+00,1.220000000000000195e+00,5.575148018606198574e-01
1.850000000000000089e+00,1.255000000000000115e+00,5.389257613736322394e-01
1.850000000000000089e+00,1.290000000000000036e+00,5.141972589030950891e-01
1.850000000000000089e+00,1.325000000000000178e+00,4.788840709035692700e-01
1.850000000000000089e+00,1.360000000000000098e+00,4.228573671085380514e-01
1.850000000000000089e+00,1.395000000000000018e+00,3.410712957223794306e-01
1.850000000000000089e+00,1.430000000000000160e+00,2.191101652025344015e-01
1.850000000000000089e+00,1.465000000000000080e+00,7.413947143988777744e-02
1.850000000000000089e+00,1.500000000000000000e+00,4.239760523024893764e-03
1.850000000000000089e+00,1.535000000000000142e+00,7.617756594948087157e-02
1.850000000000000089e+00,1.570000000000000062e+00,2.206156121872401288e-01
1.850000000000000089e+00,1.604999999999999982e+00,3.420036808740521406e-01
1.850000000000000089e+00,1.640000000000000124e+00,4.231940835090052255e-01
1.850000000000000089e+00,1.675000000000000266e+00,4.773455280262481892e-01
1.850000000000000089e+00,1.710000000000000187e+00,5.117383108105765244e-01
1.850000000000000089e+00,1.745000000000000107e+00,5.368705791051516796e-01
1.850000000000000089e+00,1.780000000000000249e+00,5.556251497034752074e-01
1.850000000000000089e+00,1.815000000000000169e+00,5.671697942469243747e-01
1.850000000000000089e+00,1.850000000000000089e+00,5.759625402248899073e-01
1.850000000000000089e+00,1.885000000000000231e+00,5.823903459454665699e-01
1.850000000000000089e+00,1.920000000000000151e+00,5.860561089407470003e-01
1.850000000000000089e+00,1.955000000000000071e+00,5.895284327680201386e-01
1.850000000000000089e+00,1.990000000000000213e+00,5.926418297558371240e-01
1.850000000000000089e+00,2.025000000000000355e+00,5.961110509952205483e-01
1.850000000000000089e+00,2.060000000000000497e+00,6.004181561099279918e-01
1.850000000000000089e+00,2.095000000000000195e+00,6.028887992093883152e-01
1.850000000000000089e+00,2.129999999999999893e+00,6.043709318061105673e-01
1.850000000000000089e+00,2.165000000000000036e+00,6.063873003089914615e-01
1.850000000000000089e+00,2.200000000000000178e+00,6.074835360706852816e-01
1.899999999999999911e+00,8.000000000000000444e-01,6.239517535625049849e-01
1.899999999999999911e+00,8.350000000000000755e-01,6.234669465150102230e-01
1.899999999999999911e+00,8.700000000000001066e-01,6.219611753140493748e-01
1.899999999999999911e+00,9.050000000000000266e-01,6.208817847110299493e-01
1.899999999999999911e+00,9.400000000000000577e-01,6.193875249315229370e-01
1.899999999999999911e+00,9.750000000000000888e-01,6.164650802533369056e-01
1.899999999999999911e+00,1.010000000000000009e+00,6.127169817524485973e-01
1.899999999999999911e+00,1.045000000000000151e+00,6.075376997309215321e-01
1.899999999999999911e+00,1.080000000000000071e+00,6.028413288409489867e-01
1.899999999999999911e+00,1.115000000000000213e+00,5.990136831797137074e-01
1.899999999999999911e+00,1.150000000000000133e+00,5.921495381587276174e-01
1.899999999999999911e+00,1.185000000000000053e+00,5.831219711146243823e-01
1.899999999999999911e+00,1.220000000000000195e+00,5.714342185443570532e-01
1.899999999999999911e+00,1.255000000000000115e+00,5.523434003744015497e-01
1.899999999999999911e+00,1.290000000000000036e+00,5.269483102527409146e-01
1.899999999999999911e+00,1.325000000000000178e+00,4.906806307466647921e-01
1.899999999999999911e+00,1.360000000000000098e+00,4.331395159191546718e-01
1.899999999999999911e+00,1.395000000000000018e+00,3.491445187868862376e-01
1.899999999999999911e+00,1.430000000000000160e+00,2.238876377441528787e-01
1.899999999999999911e+00,1.465000000000000080e+00,7.499822574694975374e-02
1.899999999999999911e+00,1.500000000000000000e+00,3.210274674780388190e-03
1.899999999999999911e+00,1.535000000000000142e+00,7.709333451431182871e-02
1.899999999999999911e+00,1.570000000000000062e+00,2.254345425271469527e-01
1.899999999999999911e+00,1.604999999999999982e+00,3.501036259595121103e-01
1.899999999999999911e+00,1.640000000000000124e+00,4.334895610934599852e-01
1.899999999999999911e+00,1.675000000000000266e+00,4.891043504417899035e-01
1.899999999999999911e+00,1.710000000000000187e+00,5.244263533311591674e-01
1.899999999999999911e+00,1.745000000000000107e+00,5.502389263030282862e-01
1.899999999999999911e+00,1.780000000000000249e+00,5.695006730880893819e-01
1.899999999999999911e+00,1.815000000000000169e+00,5.813567343326819792e-01
1.899999999999999911e+00,1.850000000000000089e+00,5.903877551981883132e-01
1.899999999999999911e+00,1.885000000000000231e+00,5.969900087447476134e-01
1.899999999999999911e+00,1.920000000000000151e+00,6.007542982645108776e-01
1.899999999999999911e+00,1.955000000000000071e+00,6.043205712661436912e-01
1.899999999999999911e+00,1.990000000000000213e+00,6.075190264115097882e-01
1.899999999999999911e+00,2.025000000000000355e+00,6.110817840956176417e-01
1.899999999999999911e+00,2.060000000000000497e+00,6.155049531062133372e-01
